numero_parcelas,superficie_total_ha,porcentaje_produccion_venta,anios_actividad,edad,participa_toma_decisiones,pertenece_asociacion,usa_maquinaria,usa_semilla_certificada,tiene_certificacion_calidad,tiene_seguro_agropecuario,recibio_asistencia_tecnica,nivel_educacion,sexo,departamento,region_natural,tipo_riego_predominante,principal_destino_produccion,principal_canal_venta,tipo_riego_predominante_str,Real Label (Invented),Predicted Label,Prediction Probability (Si)
1,10.0,0.0,10,46,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,LAMBAYEQUE,Sierra,Gravedad,Venta,Acopiador,Gravedad,Si,Si,0.9118987
3,5.5,0.0,22,56,False,False,True,False,False,False,False,Secundaria completa,Hombre,ANCASH,Costa,Secano,Venta,Comerciante mayorista,Goteo,Si,Si,0.8929095
2,7.5,100.0,11,69,False,False,True,False,False,False,False,Superior no universitaria incompleta,Hombre,LA LIBERTAD,Selva,Gravedad,Venta,Sin ventas,Secano,Si,Si,0.9048164
2,0.94,0.0,20,47,False,False,False,False,False,False,False,Superior no universitaria completa,Hombre,LIMA,Costa,No especificado,Autoconsumo,Acopiador,No especificado,Si,Si,0.8917365
1,4.3,99.98,33,60,False,False,False,False,False,False,False,Secundaria completa,Hombre,ANCASH,Selva,Secano,Venta,Sin ventas,Gravedad,Si,Si,0.86963755
2,1.2,0.0,28,60,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,PIURA,Sierra,Secano,Venta,Acopiador,Gravedad,No,Si,0.90388656
3,21.62,0.0,33,59,False,True,True,False,False,False,False,Primaria completa,Mujer,TUMBES,Selva,No especificado,Venta,Comerciante mayorista,Gravedad,Si,Si,0.90725297
5,16.0,0.0,25,47,False,False,True,False,False,False,False,Superior no universitaria incompleta,Hombre,ANCASH,Sierra,Aspersion,Venta,Acopiador,Secano,Si,Si,0.89037436
1,1.5,99.86,20,63,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,CAJAMARCA,Sierra,Secano,Venta,Empresa/Agroindustria,Gravedad,Si,Si,0.9099278
12,75.0,47.01,30,48,False,False,False,False,False,False,False,Superior universitaria completa,Hombre,ICA,Selva,Gravedad,Venta,Comerciante mayorista,No especificado,Si,Si,0.8880436
2,10.0,95.24,32,57,False,False,True,False,False,False,False,Primaria incompleta,Mujer,TACNA,Selva,Aspersion,Venta,Acopiador,Gravedad,Si,Si,0.91182286
2,4.0,0.0,40,64,False,False,False,False,False,False,False,Primaria completa,Hombre,PIURA,Selva,Aspersion,Autoconsumo,Comerciante mayorista,Secano,Si,Si,0.883498
1,1.0,100.0,25,53,False,True,True,False,False,False,False,Secundaria incompleta,Hombre,AYACUCHO,Sierra,Gravedad,Venta,Acopiador,Gravedad,No,Si,0.91389763
2,3.95,96.82,10,67,False,False,False,False,False,False,False,Superior no universitaria completa,Mujer,SAN MARTIN,Sierra,Gravedad,Autoconsumo,Comerciante mayorista,Gravedad,Si,Si,0.87834543
5,1.16,99.21,5,39,False,False,True,False,False,False,False,Superior universitaria incompleta,Hombre,AREQUIPA,Selva,Secano,Venta,Acopiador,Gravedad,Si,Si,0.9095845
5,38.5,60.4,30,44,False,False,True,True,False,False,False,Primaria incompleta,Hombre,ICA,Selva,Aspersion,Venta,Acopiador,Aspersion,Si,Si,0.90873086
1,0.85,99.13,25,47,False,False,True,False,False,False,False,Secundaria completa,Hombre,UCAYALI,Sierra,Secano,Venta,Acopiador,Secano,Si,Si,0.8328502
4,58.21,83.78,25,50,False,True,True,False,False,False,False,Superior universitaria completa,Hombre,LA LIBERTAD,Selva,Mangas,Autoconsumo,Comerciante minorista,Gravedad,Si,Si,0.90986276
2,7.0,61.54,20,54,False,True,True,False,False,False,False,Superior no universitaria completa,Hombre,ICA,Sierra,Secano,Venta,Comerciante mayorista,Secano,No,Si,0.9048747
5,8.0,98.04,20,64,False,False,False,False,False,False,False,Secundaria incompleta,Mujer,TACNA,Sierra,Secano,Venta,Acopiador,Otro,No,Si,0.90211797
1,47.0,98.95,20,56,False,True,True,False,False,False,False,Superior universitaria completa,Hombre,AREQUIPA,Selva,Gravedad,Venta,Comerciante mayorista,Secano,Si,Si,0.9126255
5,4.0,92.11,15,66,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,PUNO,Selva,Aspersion,Venta,Comerciante minorista,Secano,Si,Si,0.9041854
1,3.36,100.0,18,45,False,False,False,False,False,False,True,Secundaria completa,Hombre,ANCASH,Costa,Gravedad,Venta,Acopiador,Secano,Si,Si,0.88444155
3,108.0,94.34,38,39,False,False,False,False,False,False,False,Secundaria incompleta,Mujer,PIURA,Sierra,Secano,Venta,Comerciante mayorista,Secano,No,Si,0.89660543
2,12.3,100.0,10,59,False,False,True,False,False,False,False,Primaria completa,Hombre,ICA,Costa,Otro,Venta,Acopiador,Gravedad,Si,Si,0.9209451
2,0.2,99.99,30,44,False,False,False,False,False,False,False,Superior universitaria completa,Hombre,ICA,Sierra,No especificado,Venta,Sin ventas,Secano,Si,Si,0.90027833
4,2.3,100.0,20,56,False,False,False,False,False,False,False,Secundaria completa,Hombre,HUANUCO,Costa,Secano,Venta,Consumidor final,Secano,Si,Si,0.9031323
6,11.0,72.63,16,37,False,False,True,False,False,False,False,Secundaria completa,Hombre,PUNO,Sierra,Gravedad,Autoconsumo,Sin ventas,Aspersion,Si,Si,0.9085777
0,25.5,90.91,20,56,False,False,True,False,False,False,True,Superior no universitaria completa,Hombre,SAN MARTIN,Selva,Secano,Venta,Comerciante mayorista,Secano,Si,Si,0.9121561
10,1.5,98.34,20,51,False,False,True,True,False,False,False,Primaria incompleta,Mujer,SAN MARTIN,Costa,No especificado,Venta,Comerciante mayorista,Gravedad,Si,Si,0.918019
4,5.8,99.5,16,59,False,False,False,False,False,False,False,Superior universitaria incompleta,Mujer,AYACUCHO,Selva,Gravedad,Autoconsumo,Acopiador,Secano,Si,Si,0.9044914
2,8.8,95.35,20,79,False,False,True,False,False,False,False,Superior no universitaria incompleta,Mujer,CAJAMARCA,Selva,Secano,Venta,Sin ventas,Goteo,Si,Si,0.8945699
1,1.8,67.31,25,52,False,False,True,False,False,False,False,Superior no universitaria incompleta,Mujer,PIURA,Sierra,Gravedad,Venta,Sin ventas,Secano,No,Si,0.90560186
1,13.45,100.0,20,37,False,False,True,False,False,False,False,Primaria incompleta,Hombre,PIURA,Sierra,Gravedad,Autoconsumo,Comerciante mayorista,Gravedad,No,Si,0.9161562
1,5.5,19.68,30,62,False,False,True,False,False,False,False,Secundaria completa,Hombre,JUNIN,Sierra,Secano,Venta,Comerciante mayorista,No especificado,Si,Si,0.90388656
5,3.35,97.22,30,67,False,False,True,False,False,False,True,Primaria incompleta,Hombre,AYACUCHO,Costa,Gravedad,Otro,Sin ventas,No especificado,Si,Si,0.9132891
1,1.25,0.0,15,53,False,False,False,False,False,False,False,Secundaria incompleta,Hombre,HUANCAVELICA,Sierra,Secano,Autoconsumo,Sin ventas,Gravedad,Si,Si,0.88780326
1,12.0,17.51,30,77,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,AREQUIPA,Sierra,Secano,Venta,Acopiador,Gravedad,Si,Si,0.8864502
1,0.47,100.0,45,54,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,LA LIBERTAD,Costa,Gravedad,Venta,Sin ventas,Secano,Si,Si,0.9216718
1,5.22,0.0,40,53,False,False,True,False,False,False,False,Primaria incompleta,Hombre,PASCO,Sierra,No especificado,Venta,Comerciante minorista,Secano,No,Si,0.90575945
9,2.75,100.0,5,39,False,False,True,False,False,True,True,Secundaria completa,Hombre,MADRE DE DIOS,Selva,Gravedad,Venta,Comerciante mayorista,Secano,Si,Si,0.9151385
2,5.4,100.0,42,56,False,False,True,False,False,False,False,Secundaria completa,Hombre,ANCASH,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad,Si,Si,0.89927506
6,16.37,69.23,38,53,False,False,True,False,False,False,False,Superior universitaria incompleta,Hombre,LA LIBERTAD,Costa,Gravedad,Venta,Acopiador,No especificado,Si,Si,0.9135242
1,8.0,67.03,30,39,False,False,True,False,False,False,False,Secundaria incompleta,Mujer,ICA,Costa,Gravedad,Venta,Sin ventas,Aspersion,No,Si,0.9135242
2,18.9,100.0,45,43,False,True,True,False,False,False,False,Secundaria completa,Hombre,MADRE DE DIOS,Sierra,Goteo,Autoconsumo,Consumidor final,Gravedad,No,Si,0.9158143
6,6.5,0.0,30,53,False,True,True,False,False,False,True,Superior no universitaria completa,Hombre,PUNO,Sierra,Secano,Venta,Comerciante mayorista,Gravedad,Si,Si,0.9074899
7,139.55,100.0,30,53,False,True,True,False,False,False,False,Primaria completa,Hombre,PIURA,Sierra,Goteo,Otro,Acopiador,No especificado,Si,Si,0.91629595
2,10.0,100.0,11,53,False,True,True,True,False,False,False,Superior no universitaria incompleta,Hombre,CUSCO,Selva,Gravedad,Venta,Acopiador,Gravedad,Si,Si,0.91452
1,5.8,85.37,23,52,False,False,True,False,False,False,False,Secundaria completa,Hombre,SAN MARTIN,Selva,Secano,Venta,Consumidor final,Secano,Si,Si,0.90730715
1,1.9,98.8,16,56,False,True,True,False,False,False,False,Secundaria completa,Hombre,JUNIN,Costa,Gravedad,Venta,Comerciante minorista,No especificado,No,Si,0.9177055
2,1.46,62.5,27,54,False,False,True,False,False,False,False,Superior no universitaria incompleta,Hombre,TACNA,Selva,Secano,Venta,Acopiador,Gravedad,Si,Si,0.9048747
3,0.02,0.0,24,45,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,JUNIN,Costa,Otro,Autoconsumo,Comerciante mayorista,Secano,Si,Si,0.9136699
6,20.0,88.29,43,44,False,False,False,False,False,False,False,Secundaria completa,Hombre,JUNIN,Sierra,No especificado,Venta,Comerciante minorista,Gravedad,Si,Si,0.8981541
1,29.5,91.95,28,64,False,False,True,False,False,False,True,Superior universitaria completa,Mujer,AMAZONAS,Costa,Secano,Venta,Sin ventas,Aspersion,Si,Si,0.9161674
1,11.5,100.0,60,51,False,False,False,False,False,False,False,Secundaria incompleta,Mujer,AYACUCHO,Costa,Gravedad,Venta,Acopiador,Aspersion,No,Si,0.9005884
6,170.0,98.98,20,58,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,ANCASH,Costa,Gravedad,Autoconsumo,Comerciante mayorista,Gravedad,Si,Si,0.90357894
16,9.2,99.69,25,54,False,False,True,False,False,False,False,Secundaria completa,Mujer,CAJAMARCA,Costa,Secano,Venta,Acopiador,Aspersion,Si,Si,0.9181228
1,1.18,100.0,7,61,False,False,True,False,False,False,True,Primaria completa,Hombre,PUNO,Costa,Gravedad,Otro,Acopiador,Gravedad,Si,Si,0.9216718
2,4.79,100.0,51,31,False,False,False,False,False,False,False,Secundaria completa,Hombre,PIURA,Selva,Secano,Autoconsumo,Sin ventas,Aspersion,Si,Si,0.8981903
1,0.4,98.27,46,40,False,False,True,True,False,False,True,Secundaria incompleta,Mujer,TACNA,Selva,No especificado,Otro,Acopiador,No especificado,Si,Si,0.91123617
4,2.5,89.02,35,62,False,False,False,False,False,False,False,Primaria incompleta,Hombre,JUNIN,Costa,Secano,Otro,Acopiador,Aspersion,Si,Si,0.89650184
9,5.0,0.0,18,55,False,False,False,False,False,False,False,Primaria completa,Hombre,PIURA,Costa,Gravedad,Otro,Acopiador,Secano,Si,Si,0.89754385
2,0.68,96.98,25,72,False,False,False,False,False,False,False,Secundaria incompleta,Mujer,LIMA,Costa,Otro,Venta,Acopiador,Gravedad,Si,Si,0.8750332
2,5.46,12.8,30,69,False,False,True,False,False,False,False,Secundaria completa,Hombre,UCAYALI,Costa,Goteo,Venta,Asociación/Cooperativa,Gravedad,Si,Si,0.8566833
1,2.15,98.13,3,64,False,False,False,False,False,False,False,Primaria incompleta,Hombre,LAMBAYEQUE,Sierra,Secano,Venta,Sin ventas,Gravedad,Si,Si,0.90008116
2,25.0,90.28,23,51,False,True,True,False,False,False,False,Primaria completa,Hombre,JUNIN,Selva,Secano,Venta,Acopiador,Gravedad,No,Si,0.91062844
2,5.8,100.0,15,36,False,False,True,False,False,False,False,Primaria incompleta,Hombre,TACNA,Sierra,Gravedad,Autoconsumo,Comerciante mayorista,Secano,Si,Si,0.91389763
3,5.0,99.05,15,65,False,True,True,False,False,False,False,Primaria completa,Hombre,LAMBAYEQUE,Sierra,Secano,Venta,Acopiador,Secano,Si,Si,0.9028961
2,2.0,95.0,2,73,False,False,False,False,False,False,False,Superior universitaria completa,Mujer,LORETO,Costa,Gravedad,Venta,Sin ventas,Secano,No,Si,0.8786814
3,1.0,0.0,25,74,False,True,True,False,False,False,False,Superior universitaria completa,Hombre,AMAZONAS,Sierra,Gravedad,Venta,Sin ventas,Secano,Si,Si,0.88714415
1,3.5,98.46,48,37,False,False,False,False,False,False,False,Secundaria completa,Hombre,CAJAMARCA,Sierra,MicroAspersion,Venta,Comerciante mayorista,Secano,Si,Si,0.90104663
2,2.69,0.0,18,56,False,False,True,False,False,False,False,Primaria completa,Hombre,LA LIBERTAD,Costa,Gravedad,Venta,Sin ventas,Secano,Si,Si,0.91306126
6,14.83,97.7,29,32,False,False,False,False,False,False,False,Secundaria completa,Hombre,AYACUCHO,Selva,Secano,Autoconsumo,Consumidor final,Gravedad,No,Si,0.90236956
2,27.99,0.0,50,40,False,False,True,False,False,False,True,Superior universitaria completa,Hombre,ICA,Sierra,No especificado,Otro,Comerciante mayorista,Gravedad,No,Si,0.9087342
3,3.3,70.83,10,43,False,False,True,False,False,False,False,Primaria incompleta,Hombre,LAMBAYEQUE,Costa,Gravedad,Venta,Acopiador,Gravedad,No,Si,0.91715914
1,8.39,100.0,20,58,False,False,False,False,False,False,False,Primaria incompleta,Mujer,LIMA,Costa,Gravedad,Autoconsumo,Comerciante minorista,Gravedad,No,Si,0.89843917
2,6.35,100.0,13,73,False,False,False,False,False,False,False,Primaria incompleta,Hombre,AYACUCHO,Sierra,Secano,Venta,Sin ventas,Gravedad,Si,Si,0.88129264
10,2.0,97.62,17,66,False,False,True,False,False,False,False,Sin nivel,Hombre,AREQUIPA,Sierra,Gravedad,Venta,Comerciante mayorista,Secano,Si,Si,0.89799964
2,6.1,0.0,8,58,False,False,True,True,False,False,False,Primaria incompleta,Hombre,CAJAMARCA,Sierra,Secano,Venta,Acopiador,Goteo,Si,Si,0.9062154
6,18.13,69.62,23,40,False,False,True,False,False,False,False,Primaria completa,Hombre,AMAZONAS,Sierra,Gravedad,Otro,Acopiador,Gravedad,Si,Si,0.90945596
1,3.31,11.24,30,25,False,False,True,False,False,False,False,Secundaria completa,Hombre,LIMA,Costa,Gravedad,Venta,Acopiador,Gravedad,No,Si,0.91416365
3,4.0,100.0,38,53,False,False,True,False,False,False,True,Secundaria incompleta,Hombre,PIURA,Selva,Gravedad,Venta,Sin ventas,Secano,No,Si,0.91465086
4,2.06,88.46,3,56,False,False,True,False,False,False,True,Secundaria incompleta,Hombre,AREQUIPA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad,No,Si,0.9162209
1,10.6,97.66,3,69,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,CAJAMARCA,Sierra,Gravedad,Venta,Comerciante minorista,Secano,Si,Si,0.9035856
2,0.23,100.0,30,38,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,MADRE DE DIOS,Selva,Gravedad,Venta,Sin ventas,Aspersion,No,Si,0.9133783
7,0.25,100.0,8,55,False,True,True,False,False,False,False,Primaria completa,Hombre,JUNIN,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad,Si,Si,0.91438925
3,8.0,100.0,30,39,False,False,True,False,False,False,False,Secundaria completa,Hombre,CAJAMARCA,Costa,Goteo,Venta,Acopiador,Gravedad,No,Si,0.9213505
4,8.1,98.3,25,50,False,False,False,False,False,False,False,Primaria incompleta,Hombre,AREQUIPA,Costa,Secano,Venta,Comerciante minorista,Gravedad,Si,Si,0.9029861
1,4.37,100.0,10,40,False,False,True,False,False,False,False,Secundaria completa,Hombre,HUANUCO,Costa,No especificado,Venta,Comerciante mayorista,Aspersion,Si,Si,0.9200208
2,6.15,100.0,30,76,False,False,True,False,False,False,False,Secundaria completa,Hombre,AYACUCHO,Sierra,Secano,Autoconsumo,Comerciante minorista,Gravedad,No,Si,0.8943327
1,1.41,99.93,22,77,False,False,True,False,False,False,False,Superior no universitaria completa,Mujer,LIMA,Costa,Gravedad,Otro,Empresa/Agroindustria,Secano,No,Si,0.91114545
5,0.55,100.0,21,48,False,False,True,False,False,False,False,Secundaria completa,Mujer,PIURA,Sierra,Gravedad,Venta,Sin ventas,Secano,Si,Si,0.91438925
4,10.23,97.39,47,69,False,False,True,True,False,False,False,Primaria completa,Hombre,AMAZONAS,Costa,Secano,Venta,Comerciante mayorista,Secano,Si,Si,0.9060929
7,2.7,75.0,3,36,False,False,True,False,False,False,False,Primaria completa,Mujer,SAN MARTIN,Sierra,Gravedad,Venta,Sin ventas,Gravedad,No,Si,0.9070696
2,20.0,100.0,39,69,False,True,True,True,False,False,True,Primaria completa,Hombre,AREQUIPA,Sierra,No especificado,Venta,Comerciante minorista,Aspersion,Si,Si,0.90714467
3,5.0,98.48,25,48,False,False,True,False,False,False,False,Primaria completa,Hombre,PIURA,Costa,Gravedad,Otro,Comerciante mayorista,No especificado,Si,Si,0.91835266
2,0.4,100.0,31,37,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AREQUIPA,Sierra,Goteo,Venta,Acopiador,Aspersion,Si,Si,0.9135475
2,150.0,0.0,32,26,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,AREQUIPA,Costa,Gravedad,Otro,Comerciante mayorista,Gravedad,Si,Si,0.91361713
1,0.21,98.46,37,40,False,False,True,False,False,False,False,Primaria completa,Hombre,AYACUCHO,Sierra,Secano,Venta,Asociación/Cooperativa,Goteo,Si,Si,0.90906805
1,3.3,0.0,20,52,False,False,True,False,False,False,True,Secundaria completa,Hombre,CAJAMARCA,Costa,Gravedad,Venta,Acopiador,Gravedad,Si,Si,0.9139603
3,40.0,98.91,30,63,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AMAZONAS,Selva,Gravedad,Venta,Sin ventas,Aspersion,Si,Si,0.9134686
1,2.75,99.74,6,44,False,False,False,False,False,False,False,Secundaria completa,Hombre,AMAZONAS,Costa,Secano,Venta,Consumidor final,Aspersion,Si,Si,0.9027398
3,46.0,99.57,50,46,False,True,True,False,False,False,False,Secundaria completa,Hombre,SAN MARTIN,Sierra,Gravedad,Venta,Sin ventas,Secano,Si,Si,0.9122169
2,5.0,100.0,30,69,False,False,True,False,False,False,False,Secundaria completa,Hombre,LIMA,Sierra,Secano,Venta,Comerciante mayorista,Secano,Si,Si,0.89479977
1,3.0,0.0,19,60,False,False,True,False,False,False,True,Secundaria completa,Hombre,PIURA,Sierra,Secano,Venta,Consumidor final,Goteo,Si,Si,0.90599394
4,5.87,78.41,21,36,False,True,True,False,False,False,False,Secundaria completa,Hombre,CUSCO,Costa,Secano,Otro,Acopiador,Gravedad,Si,Si,0.91317064
3,5.33,98.39,6,32,False,False,False,False,False,False,False,Superior universitaria completa,Hombre,AMAZONAS,Selva,Gravedad,Otro,Acopiador,Gravedad,Si,Si,0.9075765
2,6.15,100.0,10,60,False,False,True,False,False,False,False,Secundaria completa,Hombre,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad,Si,Si,0.9216718
1,3.1,0.0,31,67,False,False,False,False,False,False,False,Secundaria completa,Hombre,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad,Si,Si,0.8513032
9,1.73,52.27,28,39,False,False,False,False,False,False,False,Primaria completa,Hombre,UCAYALI,Sierra,Secano,Venta,Acopiador,Gravedad,Si,Si,0.86742204
10,8.0,70.83,0,46,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,UCAYALI,Selva,Secano,Venta,Sin ventas,Gravedad,Si,Si,0.863483
3,21.6,100.0,40,44,False,False,True,False,False,False,True,Superior no universitaria completa,Hombre,PIURA,Sierra,Goteo,Venta,Asociación/Cooperativa,Gravedad,Si,Si,0.91705424
1,20.0,0.0,40,58,False,True,True,False,False,False,False,Superior no universitaria completa,Hombre,CUSCO,Selva,Secano,Venta,Comerciante mayorista,No especificado,No,Si,0.9063807
4,29.23,99.43,56,32,False,False,True,False,False,False,False,Secundaria completa,Hombre,TUMBES,Sierra,Gravedad,Venta,Consumidor final,Secano,Si,Si,0.9118671
2,15.0,87.31,2,53,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,PUNO,Sierra,Goteo,Venta,Comerciante mayorista,Secano,No,Si,0.91056556
7,5.3,0.0,35,49,False,False,False,False,False,False,False,Secundaria completa,Hombre,SAN MARTIN,Costa,Secano,Venta,Comerciante mayorista,Gravedad,Si,Si,0.89296436
6,0.27,11.43,18,32,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,AREQUIPA,Sierra,Goteo,Venta,Sin ventas,Gravedad,No,Si,0.90802664
7,2.43,0.0,10,53,False,False,True,False,False,False,False,Primaria incompleta,Hombre,LORETO,Sierra,Gravedad,Venta,Comerciante mayorista,Secano,Si,Si,0.906136
2,4.5,86.32,30,27,False,False,False,False,False,False,False,Secundaria incompleta,Hombre,PIURA,Selva,Aspersion,Venta,Acopiador,Secano,Si,Si,0.8951512
2,10.0,13.94,25,54,False,False,True,False,False,False,True,Secundaria completa,Hombre,PIURA,Sierra,Gravedad,Venta,Acopiador,Secano,Si,Si,0.909399
1,3.88,62.58,25,51,False,False,True,False,False,False,True,Secundaria completa,Hombre,LA LIBERTAD,Selva,Gravedad,Otro,Acopiador,No especificado,No,Si,0.90697694
1,5.7,14.71,29,39,False,False,True,False,False,False,False,Primaria completa,Mujer,ANCASH,Costa,Secano,Venta,Comerciante mayorista,Gravedad,Si,Si,0.913239
3,5.5,0.0,21,59,False,False,True,False,False,False,False,Sin nivel,Mujer,HUANUCO,Selva,No especificado,Venta,Comerciante mayorista,Gravedad,Si,Si,0.9031992
11,2.2,13.94,10,50,False,False,True,False,False,False,False,Superior no universitaria incompleta,Hombre,PUNO,Costa,Secano,Venta,Acopiador,Gravedad,Si,Si,0.9128522
1,8.05,0.0,18,35,False,True,False,False,False,False,False,Secundaria completa,Hombre,LIMA,Sierra,No especificado,Venta,Sin ventas,Gravedad,Si,Si,0.89698815
3,0.86,100.0,20,54,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,AYACUCHO,Sierra,Secano,Otro,Comerciante minorista,Gravedad,No,Si,0.910803
1,6.0,70.59,4,64,False,False,True,False,False,False,False,Primaria completa,Mujer,CAJAMARCA,Selva,Gravedad,Venta,Comerciante mayorista,Secano,Si,Si,0.9060737
5,0.5,0.0,15,52,False,False,False,False,False,False,False,Secundaria completa,Hombre,PIURA,Costa,Gravedad,Venta,Comerciante minorista,Secano,Si,Si,0.8964364
16,1.32,0.0,3,45,False,False,True,False,False,False,False,Primaria completa,Hombre,AYACUCHO,Selva,Goteo,Venta,Acopiador,Secano,Si,Si,0.9062928
2,2.25,84.16,30,64,False,False,False,False,False,False,False,Superior universitaria completa,Hombre,LAMBAYEQUE,Costa,Gravedad,Venta,Acopiador,Secano,Si,Si,0.8961317
1,10.0,99.47,27,44,False,False,True,False,False,False,False,Secundaria completa,Hombre,APURIMAC,Selva,Gravedad,Otro,Comerciante mayorista,Aspersion,No,Si,0.91325116
6,2.85,100.0,12,60,False,False,True,False,False,False,False,Primaria completa,Hombre,LAMBAYEQUE,Selva,Secano,Venta,Comerciante mayorista,Gravedad,Si,Si,0.91279274
3,2.0,0.0,30,53,False,False,True,False,False,False,False,Secundaria completa,Hombre,TUMBES,Selva,Gravedad,Venta,Empresa/Agroindustria,Secano,Si,Si,0.90560186
16,2.95,100.0,40,51,False,False,True,False,False,False,False,Superior no universitaria completa,Mujer,TACNA,Selva,Gravedad,Venta,Consumidor final,Gravedad,No,Si,0.91387266
1,7.0,0.0,10,41,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AREQUIPA,Costa,Gravedad,Venta,Acopiador,Gravedad,Si,Si,0.9135242
7,0.58,99.34,18,41,False,False,True,False,False,False,False,Superior no universitaria completa,Mujer,ANCASH,Selva,Secano,Venta,Acopiador,Goteo,Si,Si,0.9098022
1,30.0,0.0,26,40,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,HUANUCO,Selva,Gravedad,Venta,Sin ventas,Gravedad,Si,Si,0.90652454
2,5.0,67.46,49,45,False,False,True,False,False,False,False,Secundaria completa,Hombre,PUNO,Costa,Goteo,Venta,Sin ventas,No especificado,Si,Si,0.91089433
5,0.83,99.84,21,67,False,False,True,False,False,False,False,Primaria incompleta,Hombre,PASCO,Selva,Gravedad,Venta,Comerciante mayorista,Secano,Si,Si,0.90133667
1,9.0,95.49,15,52,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,PIURA,Costa,Secano,Autoconsumo,Acopiador,Gravedad,Si,Si,0.9172388
6,0.38,0.0,40,58,False,False,False,True,False,False,False,Superior universitaria incompleta,Hombre,CAJAMARCA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad,Si,Si,0.897156
4,4.18,99.46,21,51,False,False,False,False,False,False,False,Secundaria incompleta,Hombre,PIURA,Selva,Secano,Venta,Comerciante mayorista,Gravedad,No,Si,0.9015814
1,7.93,98.95,22,52,False,False,True,False,False,False,False,Primaria completa,Hombre,PIURA,Costa,Gravedad,Venta,Asociación/Cooperativa,Gravedad,Si,Si,0.91835266
2,20.0,96.62,3,41,False,False,True,False,False,False,False,Primaria completa,Hombre,AYACUCHO,Costa,Goteo,Venta,Sin ventas,Aspersion,Si,Si,0.918019
2,10.3,33.33,45,54,False,False,True,False,False,False,False,Primaria completa,Mujer,JUNIN,Costa,Secano,Venta,Acopiador,Secano,Si,Si,0.9128522
2,2.3,12.9,34,51,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,HUANUCO,Costa,Gravedad,Autoconsumo,Acopiador,Secano,Si,Si,0.91207486
2,3.2,89.83,40,53,False,False,True,False,False,False,False,Superior no universitaria incompleta,Hombre,LIMA,Selva,Gravedad,Venta,Comerciante mayorista,Aspersion,Si,Si,0.9074795
12,2.39,5.48,24,53,False,False,True,False,False,False,False,Secundaria completa,Hombre,AREQUIPA,Sierra,Secano,Venta,Comerciante mayorista,Secano,Si,Si,0.9054125
2,1.0,100.0,3,41,False,False,True,False,False,False,False,Superior universitaria incompleta,Hombre,LAMBAYEQUE,Selva,Gravedad,Venta,Acopiador,Secano,Si,Si,0.91510636
5,1.75,0.0,45,35,False,False,True,True,False,False,False,Secundaria incompleta,Hombre,AMAZONAS,Selva,Aspersion,Venta,Acopiador,Secano,No,Si,0.908115
5,2.5,87.5,5,50,False,False,True,False,False,False,False,Sin nivel,Hombre,LIMA,Costa,Gravedad,Otro,Acopiador,Gravedad,Si,Si,0.9147893
6,6.64,93.74,18,34,False,False,True,False,False,False,False,Primaria completa,Hombre,AMAZONAS,Selva,Secano,Venta,Comerciante minorista,Secano,Si,Si,0.90975046
5,3.12,100.0,5,56,False,False,False,False,False,False,False,Secundaria completa,Hombre,PIURA,Costa,Gravedad,Venta,Acopiador,MicroAspersion,Si,Si,0.9067863
7,3.0,98.95,16,27,False,True,True,False,False,False,False,Secundaria incompleta,Hombre,MOQUEGUA,Selva,No especificado,Venta,Comerciante mayorista,Gravedad,Si,Si,0.9104299
3,12.5,100.0,35,50,False,True,False,False,False,False,False,Superior no universitaria completa,Hombre,LIMA,Sierra,Aspersion,Venta,Sin ventas,Gravedad,Si,Si,0.9057436
5,10.41,56.25,10,37,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,LAMBAYEQUE,Selva,Gravedad,Venta,Consumidor final,Otro,No,Si,0.91240066
