numero_parcelas,superficie_total_ha,porcentaje_produccion_venta,anios_actividad,edad,participa_toma_decisiones,pertenece_asociacion,usa_maquinaria,usa_semilla_certificada,tiene_certificacion_calidad,tiene_seguro_agropecuario,recibio_asistencia_tecnica,nivel_educacion,sexo,departamento,region_natural,tipo_riego_predominante,principal_destino_produccion,principal_canal_venta,tipo_riego_predominante_str
7,0.58,99.34,18,41,False,False,True,False,False,False,False,Superior no universitaria completa,Mujer,ANCASH,Selva,Secano,Venta,Acopiador,Goteo
1,30.0,0.0,26,40,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,HUANUCO,Selva,Gravedad,Venta,Sin ventas,Gravedad
2,5.0,67.46,49,45,False,False,True,False,False,False,False,Secundaria completa,Hombre,PUNO,Costa,Goteo,Venta,Sin ventas,No especificado
5,0.83,99.84,21,67,False,False,True,False,False,False,False,Primaria incompleta,Hombre,PASCO,Selva,Gravedad,Venta,Comerciante mayorista,Secano
1,9.0,95.49,15,52,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,PIURA,Costa,Secano,Autoconsumo,Acopiador,Gravedad
6,0.38,0.0,40,58,False,False,False,True,False,False,False,Superior universitaria incompleta,Hombre,CAJAMARCA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
4,4.18,99.46,21,51,False,False,False,False,False,False,False,Secundaria incompleta,Hombre,PIURA,Selva,Secano,Venta,Comerciante mayorista,Gravedad
1,7.93,98.95,22,52,False,False,True,False,False,False,False,Primaria completa,Hombre,PIURA,Costa,Gravedad,Venta,Asociación/Cooperativa,Gravedad
2,20.0,96.62,3,41,False,False,True,False,False,False,False,Primaria completa,Hombre,AYACUCHO,Costa,Goteo,Venta,Sin ventas,Aspersion
2,10.3,33.33,45,54,False,False,True,False,False,False,False,Primaria completa,Mujer,JUNIN,Costa,Secano,Venta,Acopiador,Secano
2,2.3,12.9,34,51,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,HUANUCO,Costa,Gravedad,Autoconsumo,Acopiador,Secano
2,3.2,89.83,40,53,False,False,True,False,False,False,False,Superior no universitaria incompleta,Hombre,LIMA,Selva,Gravedad,Venta,Comerciante mayorista,Aspersion
12,2.39,5.48,24,53,False,False,True,False,False,False,False,Secundaria completa,Hombre,AREQUIPA,Sierra,Secano,Venta,Comerciante mayorista,Secano
2,1.0,100.0,3,41,False,False,True,False,False,False,False,Superior universitaria incompleta,Hombre,LAMBAYEQUE,Selva,Gravedad,Venta,Acopiador,Secano
5,1.75,0.0,45,35,False,False,True,True,False,False,False,Secundaria incompleta,Hombre,AMAZONAS,Selva,Aspersion,Venta,Acopiador,Secano
5,2.5,87.5,5,50,False,False,True,False,False,False,False,Sin nivel,Hombre,LIMA,Costa,Gravedad,Otro,Acopiador,Gravedad
6,6.64,93.74,18,34,False,False,True,False,False,False,False,Primaria completa,Hombre,AMAZONAS,Selva,Secano,Venta,Comerciante minorista,Secano
5,3.12,100.0,5,56,False,False,False,False,False,False,False,Secundaria completa,Hombre,PIURA,Costa,Gravedad,Venta,Acopiador,MicroAspersion
7,3.0,98.95,16,27,False,True,True,False,False,False,False,Secundaria incompleta,Hombre,MOQUEGUA,Selva,No especificado,Venta,Comerciante mayorista,Gravedad
3,12.5,100.0,35,50,False,True,False,False,False,False,False,Superior no universitaria completa,Hombre,LIMA,Sierra,Aspersion,Venta,Sin ventas,Gravedad
5,10.41,56.25,10,37,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,LAMBAYEQUE,Selva,Gravedad,Venta,Consumidor final,Otro
2,4.15,57.14,20,46,False,False,True,False,False,False,False,Primaria completa,Hombre,LA LIBERTAD,Selva,Secano,Venta,Acopiador,Gravedad
5,3.57,98.17,45,22,False,True,True,False,False,False,False,Secundaria incompleta,Hombre,HUANUCO,Sierra,Secano,Venta,Sin ventas,Gravedad
1,6.32,74.42,50,59,False,False,True,False,False,False,True,Secundaria incompleta,Hombre,CAJAMARCA,Costa,Gravedad,Venta,Consumidor final,Secano
3,4.5,100.0,25,66,False,False,True,False,False,False,False,Primaria incompleta,Hombre,TACNA,Selva,Aspersion,Venta,Sin ventas,Gravedad
1,0.71,67.46,20,57,False,False,False,False,False,False,False,Secundaria completa,Hombre,SAN MARTIN,Costa,Gravedad,Venta,Empresa/Agroindustria,Gravedad
3,1.37,99.99,20,69,False,False,True,False,False,False,False,Primaria incompleta,Hombre,PUNO,Sierra,Secano,Venta,Comerciante minorista,Secano
1,2.33,100.0,20,64,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,JUNIN,Costa,Otro,Venta,Comerciante minorista,Goteo
1,0.75,66.67,35,60,False,False,True,False,False,False,False,Secundaria completa,Hombre,AREQUIPA,Selva,Gravedad,Venta,Sin ventas,Aspersion
2,1.17,87.84,24,25,False,False,True,False,False,False,False,Primaria completa,Mujer,UCAYALI,Sierra,Aspersion,Venta,Comerciante mayorista,Gravedad
4,3.5,100.0,65,41,False,False,True,False,False,False,False,Secundaria completa,Hombre,AYACUCHO,Selva,Gravedad,Venta,Acopiador,Secano
1,5.4,89.05,23,62,False,False,False,False,False,False,False,Superior universitaria incompleta,Hombre,TACNA,Sierra,Aspersion,Venta,Acopiador,Goteo
2,2.25,0.0,8,63,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,AYACUCHO,Selva,Secano,Venta,Consumidor final,Gravedad
2,1.7,100.0,8,54,False,True,False,False,False,False,False,Primaria incompleta,Hombre,PASCO,Costa,Secano,Venta,Acopiador,No especificado
2,2.2,99.52,33,42,False,False,True,False,False,False,True,Primaria completa,Hombre,CAJAMARCA,Sierra,Secano,Venta,Consumidor final,Secano
2,0.9,100.0,30,37,False,True,True,False,False,False,False,Superior universitaria completa,Hombre,CAJAMARCA,Costa,No especificado,Venta,Comerciante minorista,Secano
3,3.5,0.0,10,46,False,False,True,False,False,False,False,Primaria completa,Hombre,AMAZONAS,Costa,No especificado,Venta,Sin ventas,Gravedad
2,1.0,94.87,16,36,False,False,False,False,False,False,False,Primaria incompleta,Hombre,AREQUIPA,Selva,Aspersion,Venta,Comerciante mayorista,Aspersion
4,4.4,100.0,46,70,False,True,False,False,False,False,False,Sin nivel,Hombre,MOQUEGUA,Selva,Aspersion,Venta,Comerciante mayorista,Gravedad
7,2.85,99.22,25,31,False,False,True,False,False,False,False,Secundaria completa,Hombre,AYACUCHO,Sierra,Secano,Autoconsumo,Sin ventas,Gravedad
10,1.96,0.0,35,59,False,False,True,True,False,False,False,Secundaria completa,Hombre,AMAZONAS,Costa,Secano,Venta,Sin ventas,Aspersion
2,25.0,99.94,22,51,False,True,False,False,False,False,False,Superior no universitaria completa,Hombre,LA LIBERTAD,Selva,Secano,Autoconsumo,Acopiador,Gravedad
1,10.03,0.0,10,46,False,True,True,False,False,False,False,Superior universitaria completa,Hombre,LAMBAYEQUE,Sierra,Secano,Venta,Comerciante mayorista,No especificado
2,3.8,100.0,5,67,False,False,True,False,False,False,False,Secundaria completa,Hombre,LA LIBERTAD,Sierra,Aspersion,Autoconsumo,Acopiador,Aspersion
3,9.15,0.0,25,54,False,True,False,False,False,False,False,Superior no universitaria incompleta,Hombre,PIURA,Selva,Aspersion,Otro,Comerciante mayorista,Gravedad
2,1.7,99.47,14,37,False,False,True,False,False,False,True,Secundaria completa,Hombre,AMAZONAS,Sierra,Secano,Venta,Acopiador,Secano
2,0.2,84.91,25,54,False,False,True,False,False,False,False,Secundaria completa,Hombre,AYACUCHO,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
2,1.9,49.15,38,58,False,False,True,False,False,False,False,Primaria incompleta,Mujer,LAMBAYEQUE,Costa,Goteo,Autoconsumo,Consumidor final,Aspersion
4,1.25,0.0,28,49,False,True,True,False,False,False,False,Secundaria completa,Hombre,LIMA,Costa,Gravedad,Venta,Empresa/Agroindustria,Secano
1,2.5,100.0,18,53,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,AYACUCHO,Costa,Secano,Autoconsumo,Acopiador,Aspersion
4,19.3,99.45,7,60,False,False,True,False,False,False,False,Primaria incompleta,Hombre,CAJAMARCA,Sierra,Gravedad,Otro,Acopiador,Goteo
5,5.5,67.95,40,35,False,False,True,False,False,False,False,Secundaria completa,Hombre,ANCASH,Sierra,Secano,Venta,Acopiador,Secano
1,4.5,99.93,30,64,False,False,True,False,False,False,False,Primaria completa,Hombre,LAMBAYEQUE,Sierra,Gravedad,Otro,Sin ventas,Secano
3,1.0,54.75,25,62,False,False,True,False,False,True,False,Primaria completa,Hombre,ICA,Costa,Secano,Autoconsumo,Acopiador,Secano
3,86.78,16.13,40,57,False,True,True,False,False,False,False,Superior no universitaria completa,Hombre,PIURA,Costa,Gravedad,Venta,Comerciante mayorista,Aspersion
6,37.75,67.27,23,74,False,False,True,False,False,False,False,Secundaria completa,Hombre,AREQUIPA,Selva,Secano,Venta,Comerciante minorista,Gravedad
9,36.46,99.09,15,32,False,False,False,False,False,True,False,Superior universitaria completa,Hombre,AYACUCHO,Sierra,Gravedad,Otro,Comerciante minorista,Gravedad
3,60.0,100.0,21,64,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,AREQUIPA,Costa,Gravedad,Autoconsumo,Sin ventas,Gravedad
3,0.07,61.54,33,42,False,False,True,False,False,False,False,Secundaria completa,Hombre,PIURA,Costa,Secano,Venta,Comerciante mayorista,Secano
2,8.4,0.0,30,41,False,False,True,False,False,False,False,Secundaria completa,Mujer,CAJAMARCA,Selva,Gravedad,Autoconsumo,Comerciante minorista,Secano
2,6.5,100.0,30,62,False,False,False,False,False,False,False,Primaria incompleta,Hombre,APURIMAC,Costa,Gravedad,Venta,Sin ventas,Gravedad
2,20.0,99.27,25,64,False,False,True,False,False,False,False,Secundaria completa,Hombre,SAN MARTIN,Costa,Gravedad,Venta,Acopiador,Secano
3,6.3,93.26,47,61,False,False,False,True,False,False,False,Secundaria completa,Mujer,JUNIN,Selva,Secano,Venta,Comerciante mayorista,Gravedad
6,0.25,99.36,24,65,False,False,True,False,False,False,False,Secundaria completa,Mujer,AYACUCHO,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad
2,2.3,100.0,10,38,False,False,False,False,False,True,False,Secundaria completa,Hombre,AREQUIPA,Costa,No especificado,Venta,Sin ventas,Gravedad
1,3.38,66.91,18,30,False,False,True,False,False,False,False,Primaria completa,Hombre,CAJAMARCA,Costa,Gravedad,Venta,Acopiador,Gravedad
5,3.6,94.39,20,50,False,False,False,False,False,False,False,Superior universitaria completa,Hombre,MADRE DE DIOS,Sierra,Aspersion,Venta,Consumidor final,Gravedad
3,2.0,56.5,18,41,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AREQUIPA,Costa,Gravedad,Otro,Sin ventas,Aspersion
2,3.14,75.0,20,45,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,AMAZONAS,Costa,Secano,Venta,Acopiador,Gravedad
2,3.5,99.88,9,61,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,MADRE DE DIOS,Sierra,No especificado,Autoconsumo,Comerciante mayorista,Gravedad
2,10.5,99.64,40,38,False,False,True,False,False,False,False,Primaria incompleta,Mujer,LAMBAYEQUE,Costa,Secano,Otro,Acopiador,No especificado
1,2.0,100.0,38,53,False,False,True,True,False,False,False,Primaria incompleta,Mujer,PIURA,Sierra,Gravedad,Otro,Sin ventas,Gravedad
2,10.79,0.0,20,65,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AYACUCHO,Costa,Secano,Venta,Acopiador,Secano
8,4.5,0.0,25,70,False,False,True,False,False,False,False,Primaria completa,Hombre,AREQUIPA,Selva,Secano,Venta,Comerciante minorista,Gravedad
1,3.75,0.0,25,30,False,False,True,False,False,False,False,Primaria incompleta,Hombre,ANCASH,Sierra,Gravedad,Otro,Acopiador,Secano
2,39.05,0.0,12,23,False,False,True,False,False,False,True,Secundaria incompleta,Mujer,JUNIN,Costa,Gravedad,Autoconsumo,Comerciante mayorista,Gravedad
5,6.0,100.0,22,59,False,False,False,False,False,False,False,Superior universitaria completa,Hombre,AYACUCHO,Selva,Gravedad,Otro,Consumidor final,Goteo
3,6.0,26.48,30,45,False,True,True,False,False,False,False,Primaria completa,Mujer,PASCO,Costa,Secano,Venta,Comerciante mayorista,Gravedad
6,2.2,0.0,35,62,False,True,False,False,False,False,True,Secundaria incompleta,Hombre,TACNA,Sierra,Goteo,Venta,Acopiador,Secano
16,5.0,100.0,30,46,False,False,False,False,False,False,False,Superior universitaria completa,Hombre,AREQUIPA,Sierra,Gravedad,Venta,Comerciante mayorista,Goteo
2,4.14,99.33,20,26,False,False,True,False,False,False,False,Primaria incompleta,Mujer,AYACUCHO,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
6,3.88,100.0,25,59,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,AREQUIPA,Costa,Secano,Venta,Acopiador,No especificado
4,1.7,90.73,33,42,False,False,True,False,False,False,False,Secundaria completa,Hombre,LA LIBERTAD,Costa,Secano,Venta,Acopiador,Gravedad
2,20.0,0.0,14,56,False,False,True,False,False,False,False,Primaria completa,Mujer,PIURA,Sierra,Secano,Otro,Acopiador,Aspersion
10,11.67,0.0,30,35,False,False,False,False,False,False,False,Secundaria completa,Hombre,LAMBAYEQUE,Selva,Gravedad,Venta,Sin ventas,Gravedad
1,4.73,75.0,10,44,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AMAZONAS,Costa,Aspersion,Venta,Consumidor final,Gravedad
4,0.9,95.24,10,39,False,False,True,False,False,False,False,Secundaria completa,Hombre,APURIMAC,Sierra,Gravedad,Venta,Comerciante minorista,Gravedad
2,83.0,0.0,40,65,False,False,True,False,False,False,False,Primaria completa,Hombre,JUNIN,Sierra,Gravedad,Venta,Acopiador,Gravedad
1,4.0,0.0,30,58,False,False,True,False,False,False,False,Primaria completa,Hombre,AREQUIPA,Sierra,Aspersion,Venta,Consumidor final,Otro
2,7.0,100.0,50,40,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,MADRE DE DIOS,Sierra,Goteo,Venta,Comerciante mayorista,Secano
1,6.62,98.75,33,47,False,False,False,False,False,False,False,Superior universitaria completa,Hombre,AREQUIPA,Costa,Secano,Otro,Comerciante mayorista,Gravedad
1,20.0,92.24,10,38,False,False,False,False,False,False,False,Secundaria completa,Hombre,SAN MARTIN,Sierra,Gravedad,Venta,Comerciante mayorista,Secano
2,450.0,100.0,39,72,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,LIMA,Selva,Secano,Venta,Acopiador,No especificado
7,5.0,69.5,15,68,False,False,False,False,False,False,False,Primaria completa,Hombre,JUNIN,Costa,Secano,Autoconsumo,Sin ventas,Gravedad
2,3.5,100.0,35,59,False,False,True,False,False,True,False,Secundaria incompleta,Hombre,PIURA,Costa,Secano,Venta,Comerciante minorista,Secano
5,2.95,70.59,4,45,False,False,True,False,False,False,False,Secundaria completa,Hombre,PUNO,Sierra,Gravedad,Autoconsumo,Comerciante minorista,Gravedad
3,2.0,99.77,20,51,False,False,True,False,False,False,False,Secundaria completa,Hombre,UCAYALI,Selva,Gravedad,Venta,Comerciante mayorista,Aspersion
8,3.5,91.67,40,39,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AMAZONAS,Costa,Gravedad,Venta,Acopiador,Secano
2,3.5,81.44,18,65,False,False,True,False,False,False,True,Primaria incompleta,Hombre,JUNIN,Costa,Gravedad,Venta,Acopiador,Gravedad
8,3.3,95.24,29,63,False,False,False,False,False,False,True,Secundaria completa,Hombre,AMAZONAS,Costa,Gravedad,Otro,Sin ventas,Gravedad
12,24.5,75.0,30,50,False,False,True,False,False,False,False,Primaria incompleta,Hombre,LAMBAYEQUE,Selva,Gravedad,Autoconsumo,Acopiador,Gravedad
1,271.0,57.63,30,53,False,False,True,False,False,False,False,Secundaria completa,Hombre,APURIMAC,Sierra,Secano,Venta,Acopiador,Aspersion
2,2.0,99.81,5,35,False,False,True,True,False,False,False,Primaria incompleta,Hombre,PUNO,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
2,7.5,95.66,24,38,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,CUSCO,Costa,Secano,Otro,Sin ventas,Gravedad
7,3.0,100.0,17,25,False,False,True,False,False,False,False,Primaria incompleta,Hombre,HUANCAVELICA,Sierra,Secano,Otro,Sin ventas,Gravedad
3,18.53,0.0,5,45,False,False,True,True,False,False,False,Secundaria completa,Hombre,PASCO,Sierra,Gravedad,Otro,Consumidor final,Secano
1,1.25,40.0,15,60,False,False,True,False,False,False,False,Primaria incompleta,Mujer,LAMBAYEQUE,Sierra,Secano,Venta,Consumidor final,Gravedad
3,1.68,100.0,15,51,False,False,True,False,False,False,False,Primaria completa,Hombre,AYACUCHO,Sierra,Goteo,Otro,Sin ventas,Secano
5,0.8,75.0,56,56,False,False,True,False,False,False,False,Primaria completa,Hombre,CAJAMARCA,Sierra,Secano,Venta,Comerciante minorista,Gravedad
1,4.75,0.0,25,64,False,False,True,False,False,False,False,Primaria completa,Hombre,ANCASH,Sierra,No especificado,Venta,Comerciante mayorista,Gravedad
5,11.64,100.0,35,38,False,False,True,False,False,False,False,Primaria completa,Hombre,LIMA,Selva,Gravedad,Otro,Acopiador,Gravedad
1,4.5,87.5,23,55,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,MOQUEGUA,Sierra,Secano,Venta,Acopiador,Gravedad
3,5.3,100.0,30,67,False,True,True,False,False,False,False,Primaria incompleta,Hombre,ANCASH,Costa,Aspersion,Venta,Sin ventas,Otro
2,2.8,0.0,40,34,False,False,True,False,False,False,False,Primaria incompleta,Hombre,SAN MARTIN,Sierra,Gravedad,Autoconsumo,Comerciante mayorista,Gravedad
8,6.0,94.87,25,58,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,ANCASH,Selva,Goteo,Venta,Sin ventas,Gravedad
5,3.76,97.87,13,31,False,False,True,False,False,False,False,Primaria completa,Hombre,LA LIBERTAD,Sierra,Gravedad,Venta,Sin ventas,Gravedad
5,2.5,100.0,50,32,False,False,False,False,False,False,False,Secundaria incompleta,Hombre,MOQUEGUA,Costa,Gravedad,Venta,Acopiador,No especificado
1,3.0,98.45,4,45,False,False,False,True,False,False,True,Secundaria completa,Mujer,AREQUIPA,Costa,Gravedad,Otro,Sin ventas,Secano
1,20.0,93.33,18,56,False,False,True,False,False,False,False,Secundaria completa,Hombre,JUNIN,Costa,Gravedad,Venta,Acopiador,Gravedad
2,5.3,100.0,30,51,False,False,False,False,False,False,False,Primaria incompleta,Hombre,TUMBES,Sierra,Aspersion,Venta,Acopiador,Goteo
11,4.4,0.0,42,46,False,False,True,False,False,False,False,Primaria incompleta,Mujer,PIURA,Sierra,Secano,Venta,Comerciante mayorista,Gravedad
1,26.0,100.0,13,58,False,False,False,False,False,False,False,Superior universitaria completa,Mujer,LA LIBERTAD,Sierra,Gravedad,Autoconsumo,Acopiador,Gravedad
1,1.0,0.0,30,38,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AMAZONAS,Sierra,Secano,Venta,Comerciante mayorista,Secano
3,0.01,100.0,9,64,False,False,False,False,False,False,False,Secundaria completa,Mujer,CUSCO,Selva,Secano,Venta,Acopiador,Secano
1,8.5,69.19,17,65,False,False,True,False,False,False,False,Secundaria completa,Hombre,UCAYALI,Selva,Secano,Venta,Acopiador,Gravedad
2,3.7,94.17,40,58,False,False,True,False,False,False,False,Primaria completa,Hombre,PASCO,Costa,Gravedad,Venta,Sin ventas,Gravedad
2,16.5,92.05,20,44,False,False,True,False,False,False,False,Primaria incompleta,Hombre,LAMBAYEQUE,Selva,Gravedad,Otro,Consumidor final,Goteo
4,97.0,96.67,40,52,False,False,True,False,False,True,False,Primaria completa,Hombre,AYACUCHO,Sierra,Gravedad,Autoconsumo,Consumidor final,Aspersion
1,7.5,100.0,15,58,False,False,True,False,False,False,False,Secundaria completa,Hombre,LA LIBERTAD,Costa,Secano,Venta,Sin ventas,Gravedad
2,29.0,99.14,7,42,False,False,True,False,False,False,False,Primaria incompleta,Hombre,ANCASH,Costa,Aspersion,Venta,Sin ventas,Gravedad
2,8.97,97.12,40,64,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,HUANUCO,Sierra,Secano,Venta,Comerciante mayorista,Secano
1,8.5,94.1,32,71,False,False,False,True,False,False,False,Secundaria incompleta,Hombre,PUNO,Costa,Gravedad,Otro,Comerciante minorista,Gravedad
3,63.0,0.0,18,51,False,False,True,False,False,False,False,Primaria completa,Hombre,HUANUCO,Costa,Gravedad,Venta,Acopiador,Secano
1,13.5,100.0,24,52,False,False,True,False,False,False,False,Primaria incompleta,Hombre,ANCASH,Selva,Gravedad,Venta,Acopiador,Secano
11,1.5,5.65,15,64,False,False,False,False,False,False,False,Primaria completa,Hombre,JUNIN,Costa,Aspersion,Venta,Acopiador,Goteo
2,3.05,93.32,21,53,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,SAN MARTIN,Sierra,No especificado,Autoconsumo,Sin ventas,Secano
2,19.0,0.0,30,40,False,False,True,False,False,False,False,Primaria incompleta,Hombre,CAJAMARCA,Selva,Gravedad,Otro,Acopiador,Secano
4,4.5,99.62,25,65,False,False,False,False,False,False,False,Primaria completa,Hombre,CAJAMARCA,Costa,Secano,Venta,Comerciante minorista,Secano
19,1.5,100.0,3,55,False,False,False,False,False,False,False,Superior universitaria completa,Hombre,LIMA,Sierra,Gravedad,Venta,Acopiador,Secano
1,3.12,99.09,34,49,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,PIURA,Costa,Gravedad,Venta,Comerciante mayorista,Goteo
2,6.25,99.73,20,41,False,True,True,False,False,False,False,Secundaria completa,Hombre,JUNIN,Costa,Secano,Venta,Acopiador,Secano
1,19.0,56.08,40,43,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,TACNA,Sierra,Gravedad,Autoconsumo,Empresa/Agroindustria,Gravedad
3,3.75,99.05,25,59,False,False,False,False,False,False,False,Superior universitaria completa,Hombre,LIMA,Sierra,Gravedad,Otro,Comerciante minorista,Gravedad
2,38.0,96.94,23,54,False,False,True,False,False,False,False,Primaria completa,Hombre,ICA,Selva,No especificado,Venta,Acopiador,Secano
2,4.37,94.57,20,48,False,True,True,False,False,False,False,Secundaria incompleta,Hombre,MADRE DE DIOS,Costa,Aspersion,Venta,Comerciante minorista,Gravedad
4,1.75,20.0,11,76,False,False,True,False,False,False,False,Primaria incompleta,Hombre,CAJAMARCA,Sierra,Secano,Venta,Sin ventas,Gravedad
1,1.7,74.07,3,43,False,False,True,False,False,False,False,Secundaria completa,Hombre,LORETO,Sierra,Gravedad,Otro,Acopiador,Secano
5,4.95,0.0,40,43,False,False,True,False,False,False,True,Secundaria completa,Hombre,PIURA,Selva,Secano,Venta,Sin ventas,Secano
6,26.0,99.16,27,42,False,False,True,False,False,False,False,Primaria incompleta,Hombre,CUSCO,Costa,Aspersion,Autoconsumo,Sin ventas,Gravedad
2,2.0,87.5,7,51,False,False,True,False,False,False,False,Primaria incompleta,Hombre,TUMBES,Selva,Secano,Venta,Comerciante mayorista,Secano
4,11.5,98.39,40,33,False,False,True,False,False,False,False,Secundaria completa,Hombre,PUNO,Sierra,Gravedad,Autoconsumo,Sin ventas,Gravedad
5,23.8,93.28,55,57,False,True,True,False,False,False,False,Secundaria completa,Hombre,AYACUCHO,Sierra,Secano,Venta,Acopiador,Aspersion
2,4.85,99.93,40,56,False,False,True,False,False,False,False,Secundaria completa,Hombre,UCAYALI,Sierra,Gravedad,Venta,Acopiador,Gravedad
1,2.7,0.0,32,47,False,False,False,False,False,False,False,Primaria completa,Hombre,AREQUIPA,Selva,No especificado,Venta,Sin ventas,No especificado
5,49.0,0.0,30,49,False,False,True,False,False,False,False,Primaria completa,Hombre,AREQUIPA,Costa,Secano,Otro,Comerciante minorista,Gravedad
2,3.19,0.0,15,54,False,False,True,False,False,False,True,Secundaria completa,Hombre,LORETO,Sierra,Gravedad,Autoconsumo,Comerciante mayorista,Secano
13,9.24,0.0,8,60,False,False,True,True,False,False,False,Primaria incompleta,Hombre,AYACUCHO,Costa,Gravedad,Venta,Sin ventas,Aspersion
2,2.7,76.15,18,50,False,False,True,False,False,False,False,Secundaria completa,Hombre,AYACUCHO,Sierra,Gravedad,Otro,Acopiador,Gravedad
3,16.2,100.0,25,36,False,False,True,False,False,False,False,Secundaria incompleta,Mujer,PIURA,Selva,Goteo,Venta,Comerciante minorista,Secano
2,0.71,98.1,13,72,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,TUMBES,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad
2,5.9,100.0,25,38,False,False,True,False,False,False,False,Secundaria completa,Hombre,PIURA,Costa,No especificado,Venta,Comerciante mayorista,Gravedad
3,5.5,0.0,40,69,False,True,True,False,False,False,False,Primaria incompleta,Hombre,CAJAMARCA,Costa,Secano,Venta,Comerciante mayorista,Gravedad
3,5.0,100.0,27,44,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,PIURA,Sierra,Secano,Venta,Consumidor final,Goteo
2,3.5,100.0,30,51,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,LA LIBERTAD,Costa,Aspersion,Venta,Comerciante mayorista,Gravedad
1,10.2,100.0,35,60,False,False,False,False,False,False,False,Superior universitaria completa,Hombre,AYACUCHO,Selva,Secano,Venta,Acopiador,Gravedad
1,5.9,72.41,33,76,False,False,True,False,False,False,False,Primaria completa,Hombre,LA LIBERTAD,Costa,Secano,Venta,Acopiador,Aspersion
1,3.76,98.6,12,53,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,LA LIBERTAD,Sierra,Gravedad,Autoconsumo,Acopiador,Secano
13,10.6,97.98,10,46,False,False,True,False,False,False,True,Superior universitaria completa,Hombre,AREQUIPA,Sierra,Secano,Venta,Acopiador,Gravedad
1,17.1,90.0,27,48,False,False,True,False,False,False,False,Primaria incompleta,Mujer,JUNIN,Costa,Goteo,Autoconsumo,Comerciante mayorista,No especificado
2,45.32,100.0,11,31,False,True,True,False,False,False,False,Primaria incompleta,Mujer,UCAYALI,Selva,Gravedad,Venta,Comerciante minorista,Gravedad
4,1.38,0.0,30,49,False,True,False,False,False,False,False,Secundaria completa,Hombre,ANCASH,Sierra,Aspersion,Otro,Sin ventas,Gravedad
3,3.36,99.56,35,56,False,False,False,False,False,False,True,Secundaria completa,Hombre,ANCASH,Sierra,Otro,Venta,Comerciante mayorista,Secano
1,6.3,100.0,10,45,False,False,True,False,False,False,True,Sin nivel,Hombre,PIURA,Selva,Aspersion,Autoconsumo,Comerciante mayorista,Gravedad
4,1.08,4.96,37,45,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,PIURA,Sierra,Secano,Venta,Comerciante mayorista,Aspersion
1,0.59,98.63,4,68,False,True,False,False,False,False,False,Superior universitaria completa,Hombre,PIURA,Sierra,Gravedad,Venta,Sin ventas,Gravedad
9,0.9,0.0,25,53,False,False,True,False,False,False,False,Secundaria completa,Hombre,HUANCAVELICA,Costa,Secano,Venta,Acopiador,Secano
1,0.85,98.93,8,56,False,False,True,False,False,True,False,Sin nivel,Hombre,PASCO,Costa,Secano,Venta,Comerciante mayorista,Gravedad
1,18.28,92.54,30,66,False,False,True,False,False,False,False,Secundaria completa,Mujer,AYACUCHO,Sierra,Goteo,Venta,Acopiador,Secano
3,43.0,20.0,10,36,False,False,True,False,False,False,False,Superior no universitaria incompleta,Hombre,PUNO,Sierra,Gravedad,Autoconsumo,Comerciante mayorista,Aspersion
1,3.23,86.78,50,42,False,True,False,False,False,False,False,Primaria incompleta,Hombre,AYACUCHO,Selva,Gravedad,Venta,Comerciante mayorista,Secano
